vertex_row,dx,dy,dz,dnx,dny,dnz,wing_partition_weight,skin_node_indices,skin_node_names,skin_weights
403,3.6794667,3.8963852,0.45116425,-0.14100005,-0.010265708,0.13373327,0.6690099239349365,"[39, 46, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.42547616362571716, 0.3309900462627411, 0.1233435720205307, 0.12019020318984985]"
404,-3.5687046,5.377987,4.959442,0.08020976,0.31215444,-0.27307993,1.0,"[39, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.5, 0.3499999940395355, 0.15000000596046448]"
501,0.08874819,-0.1250534,-0.0581398,-2.4020672e-05,-0.014085799,0.0036420226,0.040000010281801224,"[46, 17, 36]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Femur_l_bone_092"", ""cockatoo_Humerus_l_bone_073""]","[0.7599999904632568, 0.20000000298023224, 0.040000010281801224]"
540,-11.47768,4.149544,-7.223072,-0.55878335,-0.43934757,0.544789,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
541,-11.657818,5.0347977,-4.775791,-0.072465,0.5659518,0.08907768,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
542,-10.590445,5.1965256,-3.5361958,0.15301955,-0.30046105,-0.08361545,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
543,-10.692492,5.109825,-3.0871086,-0.09351128,0.1306233,-0.167777,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
544,2.5994363,-1.223877,1.2733555,0.03090636,-0.49215913,0.79974973,0.45544254779815674,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5445574522018433, 0.20439119637012482, 0.1757359653711319, 0.07531538605690002]"
545,1.4160094,-0.10281372,-0.12578773,-0.14611575,-0.031104743,0.011043265,0.3611665964126587,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6388334631919861, 0.32346147298812866, 0.02450832538306713, 0.013196797110140324]"
546,-0.040975094,1.6288757,0.3869543,-0.15985486,-0.19890106,1.0737352,0.4912244975566864,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.508775532245636, 0.2425556182861328, 0.14148400723934174, 0.10718486458063126]"
547,-0.040975094,1.6288757,0.3869543,-0.15979439,-0.19883811,1.0736972,0.4912244975566864,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.508775532245636, 0.2425556182861328, 0.14148400723934174, 0.10718486458063126]"
548,2.5994363,-1.223877,1.2733555,0.03090636,-0.49215913,0.79974973,0.45544254779815674,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5445574522018433, 0.20439119637012482, 0.1757359653711319, 0.07531538605690002]"
557,2.0654507,-1.0966911,0.49038506,0.36889815,-0.4168075,0.16772991,0.37965190410614014,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.6203480958938599, 0.19550909101963043, 0.12889999151229858, 0.05524284020066261]"
594,-0.56907964,0.6288719,-3.2911816,-0.38984555,-0.50758,0.6382871,0.5999999642372131,"[36, 46, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5399999618530273, 0.40000003576278687, 0.060000013560056686]"
596,-10.110902,5.1361313,-7.9199467,-0.38769865,0.34062284,0.06513934,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
597,-9.952788,4.9586563,-7.575817,-0.45620054,0.44237056,0.06535901,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
598,-9.115692,4.5759506,-7.9646893,-0.32314873,0.5330256,-0.1346525,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
599,-9.47459,5.0221405,-7.970337,-0.32009786,0.3556313,0.043491423,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
812,1.5321155,0.5067749,-0.63342667,0.2666598,0.07344633,0.17057016,0.3871959447860718,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6128039956092834, 0.285573273897171, 0.06605473905801773, 0.03556794300675392]"
813,3.2115932,2.1285515,-0.562788,-0.05429524,0.21753699,-0.3901257,0.5982304811477661,"[36, 46, 35, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.40813329815864563, 0.40176963806152344, 0.10455343127250671, 0.08554372936487198]"
814,4.0912476,2.6934776,-0.25764275,-0.12953885,0.14137268,-0.49583393,0.6389638185501099,"[36, 46, 35, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.3994339406490326, 0.3610362410545349, 0.13174141943454742, 0.10778841376304626]"
815,3.0327582,1.2062378,0.009361267,0.6777618,0.21179461,-0.58119935,0.5340137481689453,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.4659862816333771, 0.32877710461616516, 0.11288011074066162, 0.09235650300979614]"
816,-11.140933,4.176098,-12.929749,-0.1399247,0.27878514,0.17261761,0.9999998807907104,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
817,-11.907904,3.5248642,-16.317131,-0.12657529,0.25090742,0.1522108,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
818,-10.572508,3.5736961,-8.010603,-0.38853008,0.5121629,-0.050272882,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
819,-1.0632935,5.9205055,2.1267223,-0.32368714,0.69288146,0.044408917,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.5047425627708435, 0.4092116951942444, 0.08604578673839569]"
820,-5.5193233,4.5076027,-0.6038761,-0.3479963,0.6207447,-0.04911849,1.0,"[34, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073""]","[0.7998001575469971, 0.20019982755184174]"
821,-11.449417,4.301628,-18.624664,-0.43406197,0.41562667,-0.14324364,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7999943494796753, 0.2000056505203247]"
822,-12.735247,10.032242,-18.52874,-0.40118897,0.45413226,-0.056978956,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
823,4.051881,-1.5811996,1.0437202,0.19512276,-0.10442716,-0.2339454,0.33380743861198425,"[46, 36, 83, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ilium_bone_02"", ""cockatoo_Metacarpus_l_bone_075""]","[0.6519310474395752, 0.3195459246635437, 0.014261515811085701, 0.014261515811085701]"
824,3.3444138,-0.99744415,0.95303917,0.16542235,0.025847435,-0.0053402185,0.37558650970458984,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6244135499000549, 0.20327089726924896, 0.08615779876708984, 0.08615779876708984]"
825,2.948536,0.019985199,0.41752815,0.047109812,0.002100587,-0.31197092,0.3668716549873352,"[46, 36, 83, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ilium_bone_02"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5648751854896545, 0.29861849546432495, 0.06825316697359085, 0.06825316697359085]"
826,6.5113983,-1.1950073,2.2758026,0.23521727,0.47406605,-0.34409097,0.42397329211235046,"[46, 36]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073""]","[0.5760267376899719, 0.42397329211235046]"
827,4.828705,2.4549904,-0.5489578,-0.08611843,-0.022129893,0.45493236,0.46102002263069153,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5389800667762756, 0.3151291310787201, 0.07294544577598572, 0.07294544577598572]"
828,4.128934,1.5675163,0.052833557,-0.4294176,-0.6041479,0.2824134,0.42635634541511536,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.573643684387207, 0.23024967312812805, 0.09805334359407425, 0.09805334359407425]"
829,2.7499228,-0.8177757,0.08966255,-0.25167716,-0.045605123,-0.12473163,0.2862679362297058,"[46, 36, 83, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ilium_bone_02"", ""cockatoo_Metacarpus_l_bone_075""]","[0.6847177743911743, 0.25725358724594116, 0.029014337807893753, 0.029014337807893753]"
830,6.737253,-0.030151367,0.22225666,-0.32206795,-0.5114794,0.3301382,0.43627607822418213,"[46, 36, 83, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ilium_bone_02"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5517553091049194, 0.42430755496025085, 0.011968526989221573, 0.011968526989221573]"
831,-4.2464294,8.764145,-3.2139359,0.2651698,-0.5150177,-0.07292582,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
832,12.383749,-0.63298416,17.54594,0.36623025,-0.7462865,-0.1488086,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6551510095596313, 0.23434415459632874, 0.1105048805475235]"
833,12.657438,-0.55135345,17.106094,0.65207744,-0.84782994,-0.06613803,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6507557034492493, 0.2343721240758896, 0.11487219482660294]"
834,-4.4714584,9.109604,-2.7041054,0.33723825,-0.8313694,0.2787701,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22500000894069672, 0.10000001639127731]"
835,21.355728,-4.2738113,18.076143,0.09882623,-0.9782134,-0.539175,0.9888505935668945,"[36, 35, 34, 83]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ilium_bone_02""]","[0.9637330770492554, 0.013678723946213722, 0.011438816785812378, 0.011149383150041103]"
836,21.756157,-4.9680824,15.936298,0.010288179,-1.0652392,-0.46052554,0.9873476028442383,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9873476028442383, 0.01265241950750351]"
837,22.115993,-5.110859,15.91765,0.38479558,-1.1362056,-0.5096506,0.9896277189254761,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9896277189254761, 0.010372288525104523]"
838,-7.6751175,8.445778,-14.332138,-0.25476217,0.8066175,0.035509873,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.675000011920929, 0.22500000894069672, 0.10000000149011612]"
839,-8.142416,8.5732765,-13.987183,-0.3047824,0.48622763,0.22478,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000894069672]"
840,7.6719513,0.38869476,7.1459274,0.22641641,0.5873362,0.70667213,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6511240601539612, 0.23553913831710815, 0.11333680897951126]"
841,15.330933,-2.1615028,3.2911434,0.3012797,-0.08359052,0.10980564,0.5974188446998596,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5974188446998596, 0.402581125497818]"
842,15.224173,-2.0486298,3.354025,0.30289102,0.2395423,0.26166272,0.5966739654541016,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5966739654541016, 0.4033260643482208]"
843,18.501743,-2.3419762,2.910471,0.29778644,0.2774165,0.34230518,0.6992000937461853,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.6992000937461853, 0.3007998764514923]"
844,18.70604,-2.4702454,3.0210552,0.4341272,0.01633069,0.3248858,0.698865532875061,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.698865532875061, 0.30113446712493896]"
845,-11.566721,10.242348,-16.070442,0.3475837,0.6338415,-0.04900381,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
846,-8.498905,9.508011,-5.19413,0.09967029,-0.30854055,0.16974884,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
847,-8.568987,8.398968,-13.722664,0.88518924,-0.052755028,0.53629,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22500000894069672, 0.10000000894069672]"
848,-10.692492,5.109825,-3.0871086,-0.025094807,0.054823965,-0.044269055,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
849,-10.69026,5.135914,-9.406372,0.20087779,-0.23199075,0.15794647,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7999886870384216, 0.20001134276390076]"
850,-11.203316,5.0119476,-11.078335,0.025216341,-0.18526024,0.33007237,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7999951839447021, 0.20000478625297546]"
851,-11.47768,4.149544,-7.223072,0.020322382,-0.07122123,0.27950585,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
852,2.0654507,-1.0966911,0.49038506,0.34710592,-0.41780934,0.108100414,0.37965190410614014,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.6203480958938599, 0.19550909101963043, 0.12889999151229858, 0.05524284020066261]"
853,0.66321945,-0.48773956,-0.19496155,-0.027167171,-0.12461819,-0.013484061,0.19344308972358704,"[46, 36, 43, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Head_bone_06"", ""cockatoo_Metacarpus_l_bone_075""]","[0.7528857588768005, 0.13977190852165222, 0.05367118492722511, 0.05367118492722511]"
854,1.2179413,-0.14588547,-0.2609167,-0.18185301,-0.14364618,-0.18895945,0.24554067850112915,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7544593811035156, 0.13245752453804016, 0.056541573256254196, 0.056541573256254196]"
855,2.5994363,-1.223877,1.2733555,0.21189857,-0.79924566,-0.31115913,0.45544254779815674,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5445574522018433, 0.20439119637012482, 0.1757359653711319, 0.07531538605690002]"
856,-5.5090923,4.504421,3.3390694,0.3224433,-0.49116835,-0.04399416,1.0000001192092896,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7599302530288696, 0.20013198256492615, 0.039937812834978104]"
857,-10.002068,4.837982,-3.2994728,0.25462532,-0.4211594,-0.12030701,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
858,7.5279655,0.48356628,7.2864513,-0.014561713,0.6973229,0.49156046,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.653601348400116, 0.23671621084213257, 0.10968242585659027]"
859,6.0262356,0.9855919,8.518232,-0.16088688,0.8873191,0.19399308,1.0,"[36, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075""]","[0.543049693107605, 0.456950306892395]"
860,-10.750811,10.209816,-16.455719,-0.3201946,0.5054897,0.17658234,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.675000011920929, 0.2250000387430191, 0.10000001639127731]"
861,11.117511,-2.4578514,3.4216957,0.031276703,0.54134065,-0.2415292,0.4855686128139496,"[46, 36]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073""]","[0.514431357383728, 0.4855686128139496]"
862,12.893365,-1.5679474,3.695734,0.25270408,0.18735826,0.27775562,0.575855553150177,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.575855553150177, 0.424144446849823]"
863,12.757557,-1.7538834,0.4162979,0.058906972,-0.035981715,0.12127401,0.5609204769134521,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5609204769134521, 0.4390795826911926]"
864,9.643489,-1.8362923,1.1767731,0.05893737,-0.13010544,-0.14151698,0.4401323199272156,"[46, 36, 47, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_FeatherTail_l_1_bone_0111"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5456900596618652, 0.4259546101093292, 0.014177707023918629, 0.014177707023918629]"
865,15.734714,-3.9129448,2.056899,-0.116247356,-0.14242166,-0.3300803,0.5962820053100586,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.5962820053100586, 0.403717964887619]"
866,17.879795,-4.331352,3.2612753,-0.21148995,-0.22193658,-0.34926173,0.6492816209793091,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.6492816209793091, 0.3507183790206909]"
867,1.0814886,-0.77972794,-0.111940384,0.03796655,0.11530495,-0.25258443,0.22968047857284546,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7703195214271545, 0.12390172481536865, 0.052889384329319, 0.052889384329319]"
870,7.8188477,-0.103206635,7.565548,0.76092386,0.2862857,-0.06307474,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6522799134254456, 0.23711203038692474, 0.11060801893472672]"
871,20.139997,-3.3465652,13.805289,1.5146822,-0.5190581,-0.55093735,1.0,[36],"[""cockatoo_Humerus_l_bone_073""]",[1.0]
872,19.35201,-2.770546,14.555381,1.5585754,-0.46225756,-0.6617375,1.0,"[36, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.9837916493415833, 0.016208380460739136]"
873,21.652206,-4.256466,17.941647,0.5845212,-0.86575544,-0.5883689,0.988152265548706,"[36, 35, 34, 83]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ilium_bone_02""]","[0.9605424404144287, 0.015213069505989552, 0.012396748177707195, 0.01184778567403555]"
874,-8.09441,9.24931,-5.3682632,0.2968322,-0.47426352,0.10018006,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
875,7.8188477,-0.103206635,7.565548,0.33921313,0.34688902,0.27067405,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6522799134254456, 0.23711203038692474, 0.11060801893472672]"
876,-8.568987,8.398968,-13.722664,-0.9400004,0.04321216,0.90901995,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22500000894069672, 0.10000000894069672]"
877,0.66321945,-0.48773956,-0.19496155,-0.0027959645,0.04342544,-0.14559636,0.19344308972358704,"[46, 36, 43, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Head_bone_06"", ""cockatoo_Metacarpus_l_bone_075""]","[0.7528857588768005, 0.13977190852165222, 0.05367118492722511, 0.05367118492722511]"
878,2.0654507,-1.0966911,0.49038506,0.354498,-0.42203194,0.14437044,0.37965190410614014,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.6203480958938599, 0.19550909101963043, 0.12889999151229858, 0.05524284020066261]"
879,2.0598454,-1.5898857,0.4792633,0.5795152,0.026496947,-0.19178016,0.3711162507534027,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.6288837790489197, 0.1671680063009262, 0.1631585955619812, 0.04078962281346321]"
880,1.050828,-0.85055923,-0.24601555,0.20478217,0.04024917,-0.071899,0.2655404210090637,"[46, 36, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7344595789909363, 0.18954044580459595, 0.07599998265504837]"
881,-9.665996,3.0039825,-7.9986687,-0.34763783,0.47449836,-0.052113384,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
882,-8.538056,2.701767,-7.9181957,-0.3367169,0.45003495,-0.021788865,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
883,-9.919051,4.730625,-9.720969,-0.21176088,0.35068393,0.1944201,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.7363636493682861, 0.16363638639450073, 0.09999999403953552]"
884,-10.279256,4.928997,-3.5524902,0.2542222,-0.52831024,-0.08189058,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
885,-9.784282,3.5217476,-4.4212036,0.19526583,-0.44421732,-0.1582689,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
886,-8.689464,2.7760468,-4.2774734,0.24355936,-0.54092216,-0.1824921,1.0,[34],"[""cockatoo_Metacarpus_l_bone_075""]",[1.0]
887,-10.002068,4.837982,-3.2994728,0.21430898,-0.3901147,-0.18102624,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.050000011920928955]"
888,1.6496005,-0.51807404,-3.0905037,-0.15975107,0.19077498,0.2185098,0.8945497870445251,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.857038676738739, 0.10545019805431366, 0.024382224306464195, 0.01312889065593481]"
889,-9.246787,5.247017,-7.887457,-0.053536296,0.16733629,0.12950522,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.5000000596046448, 0.38461530208587646, 0.11538461595773697]"
